Nose,Neck,Right_Shoulder,Right_Elbow,Right_Wrist,Left_Shoulder,Left_Elbow,Left_Wrist,Right_Hip,Right_Knee,Right_Ankle,Left_Hip,Left_Knee,Left_Ankle,Right_Eye,Left_Eye,Right_Ear,Left_Ear
"Coordinate(x=599.2088012695312, y=98.4375)","Coordinate(x=604.835205078125, y=137.8125)","Coordinate(x=571.0769653320312, y=137.8125)","Coordinate(x=559.82421875, y=188.4375)","Coordinate(x=548.5714721679688, y=227.8125)","Coordinate(x=632.967041015625, y=137.8125)","Coordinate(x=638.5934448242188, y=182.8125)","Coordinate(x=655.4725341796875, y=233.4375)","Coordinate(x=582.3297119140625, y=227.8125)","Coordinate(x=582.3297119140625, y=300.9375)","Coordinate(x=576.7033081054688, y=368.4375)","Coordinate(x=621.7142944335938, y=227.8125)","Coordinate(x=621.7142944335938, y=300.9375)","Coordinate(x=621.7142944335938, y=368.4375)","Coordinate(x=593.5824584960938, y=92.8125)","Coordinate(x=604.835205078125, y=92.8125)","Coordinate(x=582.3297119140625, y=98.4375)","Coordinate(x=616.0879516601562, y=98.4375)"
"Coordinate(x=599.2088012695312, y=98.4375)","Coordinate(x=599.2088012695312, y=137.8125)","Coordinate(x=565.4505615234375, y=137.8125)","Coordinate(x=559.82421875, y=188.4375)","Coordinate(x=548.5714721679688, y=227.8125)","Coordinate(x=632.967041015625, y=137.8125)","Coordinate(x=638.5934448242188, y=182.8125)","Coordinate(x=655.4725341796875, y=233.4375)","Coordinate(x=582.3297119140625, y=227.8125)","Coordinate(x=582.3297119140625, y=300.9375)","Coordinate(x=576.7033081054688, y=368.4375)","Coordinate(x=621.7142944335938, y=227.8125)","Coordinate(x=621.7142944335938, y=300.9375)","Coordinate(x=621.7142944335938, y=368.4375)","Coordinate(x=593.5824584960938, y=92.8125)","Coordinate(x=604.835205078125, y=92.8125)","Coordinate(x=582.3297119140625, y=98.4375)","Coordinate(x=616.0879516601562, y=98.4375)"
"Coordinate(x=599.2088012695312, y=98.4375)","Coordinate(x=599.2088012695312, y=137.8125)","Coordinate(x=565.4505615234375, y=137.8125)","Coordinate(x=559.82421875, y=188.4375)","Coordinate(x=548.5714721679688, y=227.8125)","Coordinate(x=627.3406982421875, y=143.4375)","Coordinate(x=638.5934448242188, y=182.8125)","Coordinate(x=649.84619140625, y=227.8125)","Coordinate(x=582.3297119140625, y=227.8125)","Coordinate(x=582.3297119140625, y=300.9375)","Coordinate(x=576.7033081054688, y=368.4375)","Coordinate(x=621.7142944335938, y=227.8125)","Coordinate(x=621.7142944335938, y=300.9375)","Coordinate(x=621.7142944335938, y=368.4375)","Coordinate(x=593.5824584960938, y=92.8125)","Coordinate(x=604.835205078125, y=92.8125)","Coordinate(x=582.3297119140625, y=98.4375)","Coordinate(x=616.0879516601562, y=98.4375)"
"Coordinate(x=599.2088012695312, y=98.4375)","Coordinate(x=599.2088012695312, y=137.8125)","Coordinate(x=565.4505615234375, y=137.8125)","Coordinate(x=559.82421875, y=188.4375)","Coordinate(x=548.5714721679688, y=227.8125)","Coordinate(x=627.3406982421875, y=143.4375)","Coordinate(x=638.5934448242188, y=182.8125)","Coordinate(x=655.4725341796875, y=233.4375)","Coordinate(x=582.3297119140625, y=227.8125)","Coordinate(x=582.3297119140625, y=300.9375)","Coordinate(x=576.7033081054688, y=368.4375)","Coordinate(x=621.7142944335938, y=227.8125)","Coordinate(x=621.7142944335938, y=300.9375)","Coordinate(x=621.7142944335938, y=368.4375)","Coordinate(x=593.5824584960938, y=92.8125)","Coordinate(x=604.835205078125, y=92.8125)","Coordinate(x=582.3297119140625, y=98.4375)","Coordinate(x=616.0879516601562, y=98.4375)"
"Coordinate(x=593.5824584960938, y=98.4375)","Coordinate(x=599.2088012695312, y=137.8125)","Coordinate(x=565.4505615234375, y=137.8125)","Coordinate(x=559.82421875, y=188.4375)","Coordinate(x=548.5714721679688, y=227.8125)","Coordinate(x=632.967041015625, y=143.4375)","Coordinate(x=644.2197875976562, y=182.8125)","Coordinate(x=655.4725341796875, y=233.4375)","Coordinate(x=582.3297119140625, y=227.8125)","Coordinate(x=582.3297119140625, y=300.9375)","Coordinate(x=576.7033081054688, y=368.4375)","Coordinate(x=621.7142944335938, y=227.8125)","Coordinate(x=621.7142944335938, y=300.9375)","Coordinate(x=621.7142944335938, y=368.4375)","Coordinate(x=593.5824584960938, y=92.8125)","Coordinate(x=604.835205078125, y=92.8125)","Coordinate(x=582.3297119140625, y=98.4375)","Coordinate(x=616.0879516601562, y=98.4375)"
"Coordinate(x=593.5824584960938, y=98.4375)","Coordinate(x=604.835205078125, y=137.8125)","Coordinate(x=571.0769653320312, y=137.8125)","Coordinate(x=559.82421875, y=188.4375)","Coordinate(x=548.5714721679688, y=222.1875)","Coordinate(x=632.967041015625, y=137.8125)","Coordinate(x=644.2197875976562, y=182.8125)","Coordinate(x=655.4725341796875, y=233.4375)","Coordinate(x=582.3297119140625, y=227.8125)","Coordinate(x=582.3297119140625, y=300.9375)","Coordinate(x=576.7033081054688, y=368.4375)","Coordinate(x=621.7142944335938, y=227.8125)","Coordinate(x=621.7142944335938, y=300.9375)","Coordinate(x=621.7142944335938, y=374.0625)","Coordinate(x=593.5824584960938, y=92.8125)","Coordinate(x=604.835205078125, y=92.8125)","Coordinate(x=582.3297119140625, y=98.4375)","Coordinate(x=616.0879516601562, y=98.4375)"
"Coordinate(x=593.5824584960938, y=98.4375)","Coordinate(x=604.835205078125, y=137.8125)","Coordinate(x=571.0769653320312, y=137.8125)","Coordinate(x=559.82421875, y=188.4375)","Coordinate(x=548.5714721679688, y=222.1875)","Coordinate(x=632.967041015625, y=137.8125)","Coordinate(x=644.2197875976562, y=182.8125)","Coordinate(x=655.4725341796875, y=233.4375)","Coordinate(x=582.3297119140625, y=227.8125)","Coordinate(x=582.3297119140625, y=300.9375)","Coordinate(x=576.7033081054688, y=368.4375)","Coordinate(x=621.7142944335938, y=227.8125)","Coordinate(x=621.7142944335938, y=300.9375)","Coordinate(x=621.7142944335938, y=368.4375)","Coordinate(x=593.5824584960938, y=92.8125)","Coordinate(x=604.835205078125, y=92.8125)","Coordinate(x=587.9560546875, y=98.4375)","Coordinate(x=616.0879516601562, y=98.4375)"
"Coordinate(x=593.5824584960938, y=98.4375)","Coordinate(x=604.835205078125, y=137.8125)","Coordinate(x=571.0769653320312, y=137.8125)","Coordinate(x=559.82421875, y=182.8125)","Coordinate(x=548.5714721679688, y=222.1875)","Coordinate(x=632.967041015625, y=137.8125)","Coordinate(x=644.2197875976562, y=182.8125)","Coordinate(x=655.4725341796875, y=227.8125)","Coordinate(x=582.3297119140625, y=227.8125)","Coordinate(x=582.3297119140625, y=300.9375)","Coordinate(x=576.7033081054688, y=368.4375)","Coordinate(x=621.7142944335938, y=227.8125)","Coordinate(x=621.7142944335938, y=300.9375)","Coordinate(x=621.7142944335938, y=368.4375)","Coordinate(x=593.5824584960938, y=92.8125)","Coordinate(x=599.2088012695312, y=92.8125)","Coordinate(x=582.3297119140625, y=98.4375)","Coordinate(x=616.0879516601562, y=98.4375)"
"Coordinate(x=593.5824584960938, y=98.4375)","Coordinate(x=599.2088012695312, y=137.8125)","Coordinate(x=565.4505615234375, y=137.8125)","Coordinate(x=559.82421875, y=182.8125)","Coordinate(x=548.5714721679688, y=222.1875)","Coordinate(x=632.967041015625, y=137.8125)","Coordinate(x=644.2197875976562, y=182.8125)","Coordinate(x=655.4725341796875, y=227.8125)","Coordinate(x=582.3297119140625, y=227.8125)","Coordinate(x=582.3297119140625, y=300.9375)","Coordinate(x=576.7033081054688, y=368.4375)","Coordinate(x=621.7142944335938, y=227.8125)","Coordinate(x=621.7142944335938, y=300.9375)","Coordinate(x=621.7142944335938, y=368.4375)","Coordinate(x=593.5824584960938, y=92.8125)","Coordinate(x=604.835205078125, y=92.8125)","Coordinate(x=582.3297119140625, y=98.4375)","Coordinate(x=616.0879516601562, y=98.4375)"
"Coordinate(x=593.5824584960938, y=98.4375)","Coordinate(x=604.835205078125, y=137.8125)","Coordinate(x=571.0769653320312, y=137.8125)","Coordinate(x=559.82421875, y=182.8125)","Coordinate(x=548.5714721679688, y=227.8125)","Coordinate(x=632.967041015625, y=143.4375)","Coordinate(x=638.5934448242188, y=188.4375)","Coordinate(x=655.4725341796875, y=233.4375)","Coordinate(x=582.3297119140625, y=227.8125)","Coordinate(x=582.3297119140625, y=300.9375)","Coordinate(x=576.7033081054688, y=368.4375)","Coordinate(x=621.7142944335938, y=227.8125)","Coordinate(x=621.7142944335938, y=300.9375)","Coordinate(x=621.7142944335938, y=368.4375)","Coordinate(x=593.5824584960938, y=92.8125)","Coordinate(x=604.835205078125, y=92.8125)","Coordinate(x=582.3297119140625, y=98.4375)","Coordinate(x=616.0879516601562, y=98.4375)"
"Coordinate(x=593.5824584960938, y=98.4375)","Coordinate(x=604.835205078125, y=143.4375)","Coordinate(x=571.0769653320312, y=137.8125)","Coordinate(x=559.82421875, y=188.4375)","Coordinate(x=548.5714721679688, y=227.8125)","Coordinate(x=632.967041015625, y=143.4375)","Coordinate(x=644.2197875976562, y=188.4375)","Coordinate(x=655.4725341796875, y=233.4375)","Coordinate(x=582.3297119140625, y=227.8125)","Coordinate(x=582.3297119140625, y=300.9375)","Coordinate(x=576.7033081054688, y=374.0625)","Coordinate(x=621.7142944335938, y=227.8125)","Coordinate(x=621.7142944335938, y=300.9375)","Coordinate(x=621.7142944335938, y=374.0625)","Coordinate(x=593.5824584960938, y=92.8125)","Coordinate(x=604.835205078125, y=92.8125)","Coordinate(x=582.3297119140625, y=104.0625)","Coordinate(x=616.0879516601562, y=104.0625)"
"Coordinate(x=599.2088012695312, y=98.4375)","Coordinate(x=604.835205078125, y=143.4375)","Coordinate(x=571.0769653320312, y=137.8125)","Coordinate(x=559.82421875, y=188.4375)","Coordinate(x=548.5714721679688, y=227.8125)","Coordinate(x=632.967041015625, y=143.4375)","Coordinate(x=644.2197875976562, y=188.4375)","Coordinate(x=655.4725341796875, y=233.4375)","Coordinate(x=582.3297119140625, y=227.8125)","Coordinate(x=582.3297119140625, y=300.9375)","Coordinate(x=576.7033081054688, y=374.0625)","Coordinate(x=621.7142944335938, y=233.4375)","Coordinate(x=621.7142944335938, y=306.5625)","Coordinate(x=621.7142944335938, y=374.0625)","Coordinate(x=593.5824584960938, y=92.8125)","Coordinate(x=604.835205078125, y=92.8125)","Coordinate(x=582.3297119140625, y=98.4375)","Coordinate(x=616.0879516601562, y=98.4375)"
"Coordinate(x=599.2088012695312, y=98.4375)","Coordinate(x=604.835205078125, y=143.4375)","Coordinate(x=571.0769653320312, y=143.4375)","Coordinate(x=559.82421875, y=188.4375)","Coordinate(x=548.5714721679688, y=227.8125)","Coordinate(x=632.967041015625, y=143.4375)","Coordinate(x=644.2197875976562, y=188.4375)","Coordinate(x=655.4725341796875, y=233.4375)","Coordinate(x=582.3297119140625, y=233.4375)","Coordinate(x=582.3297119140625, y=300.9375)","Coordinate(x=576.7033081054688, y=374.0625)","Coordinate(x=621.7142944335938, y=233.4375)","Coordinate(x=621.7142944335938, y=306.5625)","Coordinate(x=621.7142944335938, y=374.0625)","Coordinate(x=593.5824584960938, y=92.8125)","Coordinate(x=604.835205078125, y=92.8125)","Coordinate(x=582.3297119140625, y=104.0625)","Coordinate(x=616.0879516601562, y=98.4375)"
"Coordinate(x=593.5824584960938, y=104.0625)","Coordinate(x=604.835205078125, y=143.4375)","Coordinate(x=571.0769653320312, y=143.4375)","Coordinate(x=559.82421875, y=188.4375)","Coordinate(x=548.5714721679688, y=222.1875)","Coordinate(x=632.967041015625, y=143.4375)","Coordinate(x=644.2197875976562, y=188.4375)","Coordinate(x=655.4725341796875, y=233.4375)","Coordinate(x=582.3297119140625, y=233.4375)","Coordinate(x=582.3297119140625, y=300.9375)","Coordinate(x=576.7033081054688, y=374.0625)","Coordinate(x=621.7142944335938, y=233.4375)","Coordinate(x=621.7142944335938, y=306.5625)","Coordinate(x=621.7142944335938, y=374.0625)","Coordinate(x=593.5824584960938, y=98.4375)","Coordinate(x=604.835205078125, y=98.4375)","Coordinate(x=582.3297119140625, y=104.0625)","Coordinate(x=616.0879516601562, y=104.0625)"
"Coordinate(x=593.5824584960938, y=104.0625)","Coordinate(x=604.835205078125, y=143.4375)","Coordinate(x=571.0769653320312, y=143.4375)","Coordinate(x=559.82421875, y=182.8125)","Coordinate(x=548.5714721679688, y=227.8125)","Coordinate(x=632.967041015625, y=143.4375)","Coordinate(x=644.2197875976562, y=188.4375)","Coordinate(x=655.4725341796875, y=233.4375)","Coordinate(x=582.3297119140625, y=227.8125)","Coordinate(x=582.3297119140625, y=300.9375)","Coordinate(x=576.7033081054688, y=374.0625)","Coordinate(x=621.7142944335938, y=233.4375)","Coordinate(x=621.7142944335938, y=306.5625)","Coordinate(x=621.7142944335938, y=374.0625)","Coordinate(x=593.5824584960938, y=98.4375)","Coordinate(x=604.835205078125, y=98.4375)","Coordinate(x=587.9560546875, y=98.4375)","Coordinate(x=616.0879516601562, y=104.0625)"
"Coordinate(x=593.5824584960938, y=104.0625)","Coordinate(x=604.835205078125, y=143.4375)","Coordinate(x=571.0769653320312, y=143.4375)","Coordinate(x=559.82421875, y=188.4375)","Coordinate(x=548.5714721679688, y=222.1875)","Coordinate(x=632.967041015625, y=143.4375)","Coordinate(x=644.2197875976562, y=188.4375)","Coordinate(x=655.4725341796875, y=233.4375)","Coordinate(x=582.3297119140625, y=227.8125)","Coordinate(x=582.3297119140625, y=300.9375)","Coordinate(x=576.7033081054688, y=374.0625)","Coordinate(x=621.7142944335938, y=233.4375)","Coordinate(x=621.7142944335938, y=306.5625)","Coordinate(x=621.7142944335938, y=374.0625)","Coordinate(x=593.5824584960938, y=98.4375)","Coordinate(x=604.835205078125, y=98.4375)","Coordinate(x=582.3297119140625, y=98.4375)","Coordinate(x=616.0879516601562, y=104.0625)"
"Coordinate(x=593.5824584960938, y=104.0625)","Coordinate(x=604.835205078125, y=143.4375)","Coordinate(x=571.0769653320312, y=143.4375)","Coordinate(x=559.82421875, y=188.4375)","Coordinate(x=548.5714721679688, y=222.1875)","Coordinate(x=632.967041015625, y=143.4375)","Coordinate(x=644.2197875976562, y=188.4375)","Coordinate(x=655.4725341796875, y=233.4375)","Coordinate(x=582.3297119140625, y=227.8125)","Coordinate(x=582.3297119140625, y=300.9375)","Coordinate(x=576.7033081054688, y=374.0625)","Coordinate(x=621.7142944335938, y=233.4375)","Coordinate(x=621.7142944335938, y=306.5625)","Coordinate(x=621.7142944335938, y=374.0625)","Coordinate(x=593.5824584960938, y=98.4375)","Coordinate(x=604.835205078125, y=98.4375)","Coordinate(x=582.3297119140625, y=104.0625)","Coordinate(x=616.0879516601562, y=104.0625)"
"Coordinate(x=599.2088012695312, y=104.0625)","Coordinate(x=604.835205078125, y=143.4375)","Coordinate(x=571.0769653320312, y=143.4375)","Coordinate(x=559.82421875, y=188.4375)","Coordinate(x=548.5714721679688, y=227.8125)","Coordinate(x=632.967041015625, y=143.4375)","Coordinate(x=644.2197875976562, y=188.4375)","Coordinate(x=655.4725341796875, y=233.4375)","Coordinate(x=582.3297119140625, y=227.8125)","Coordinate(x=582.3297119140625, y=300.9375)","Coordinate(x=576.7033081054688, y=374.0625)","Coordinate(x=621.7142944335938, y=233.4375)","Coordinate(x=621.7142944335938, y=306.5625)","Coordinate(x=621.7142944335938, y=374.0625)","Coordinate(x=593.5824584960938, y=98.4375)","Coordinate(x=604.835205078125, y=98.4375)","Coordinate(x=587.9560546875, y=104.0625)","Coordinate(x=616.0879516601562, y=104.0625)"
"Coordinate(x=599.2088012695312, y=104.0625)","Coordinate(x=604.835205078125, y=143.4375)","Coordinate(x=571.0769653320312, y=143.4375)","Coordinate(x=559.82421875, y=188.4375)","Coordinate(x=548.5714721679688, y=227.8125)","Coordinate(x=632.967041015625, y=143.4375)","Coordinate(x=644.2197875976562, y=188.4375)","Coordinate(x=655.4725341796875, y=233.4375)","Coordinate(x=582.3297119140625, y=227.8125)","Coordinate(x=582.3297119140625, y=300.9375)","Coordinate(x=576.7033081054688, y=374.0625)","Coordinate(x=621.7142944335938, y=233.4375)","Coordinate(x=621.7142944335938, y=306.5625)","Coordinate(x=621.7142944335938, y=374.0625)","Coordinate(x=593.5824584960938, y=98.4375)","Coordinate(x=604.835205078125, y=98.4375)","Coordinate(x=587.9560546875, y=98.4375)","Coordinate(x=616.0879516601562, y=104.0625)"
"Coordinate(x=599.2088012695312, y=104.0625)","Coordinate(x=604.835205078125, y=143.4375)","Coordinate(x=576.7033081054688, y=143.4375)","Coordinate(x=559.82421875, y=188.4375)","Coordinate(x=548.5714721679688, y=227.8125)","Coordinate(x=638.5934448242188, y=143.4375)","Coordinate(x=649.84619140625, y=182.8125)","Coordinate(x=655.4725341796875, y=233.4375)","Coordinate(x=582.3297119140625, y=227.8125)","Coordinate(x=582.3297119140625, y=300.9375)","Coordinate(x=576.7033081054688, y=374.0625)","Coordinate(x=621.7142944335938, y=227.8125)","Coordinate(x=621.7142944335938, y=306.5625)","Coordinate(x=621.7142944335938, y=374.0625)","Coordinate(x=593.5824584960938, y=98.4375)","Coordinate(x=604.835205078125, y=98.4375)","Coordinate(x=587.9560546875, y=98.4375)","Coordinate(x=621.7142944335938, y=104.0625)"
"Coordinate(x=604.835205078125, y=104.0625)","Coordinate(x=604.835205078125, y=143.4375)","Coordinate(x=576.7033081054688, y=143.4375)","Coordinate(x=559.82421875, y=188.4375)","Coordinate(x=554.1978149414062, y=227.8125)","Coordinate(x=638.5934448242188, y=137.8125)","Coordinate(x=649.84619140625, y=182.8125)","Coordinate(x=661.0989379882812, y=233.4375)","Coordinate(x=587.9560546875, y=227.8125)","Coordinate(x=582.3297119140625, y=300.9375)","Coordinate(x=582.3297119140625, y=374.0625)","Coordinate(x=627.3406982421875, y=227.8125)","Coordinate(x=621.7142944335938, y=306.5625)","Coordinate(x=621.7142944335938, y=374.0625)","Coordinate(x=599.2088012695312, y=98.4375)","Coordinate(x=616.0879516601562, y=92.8125)","Coordinate(x=587.9560546875, y=104.0625)","Coordinate(x=621.7142944335938, y=98.4375)"
"Coordinate(x=604.835205078125, y=98.4375)","Coordinate(x=604.835205078125, y=143.4375)","Coordinate(x=576.7033081054688, y=143.4375)","Coordinate(x=559.82421875, y=188.4375)","Coordinate(x=548.5714721679688, y=227.8125)","Coordinate(x=638.5934448242188, y=137.8125)","Coordinate(x=649.84619140625, y=182.8125)","Coordinate(x=661.0989379882812, y=233.4375)","Coordinate(x=587.9560546875, y=227.8125)","Coordinate(x=587.9560546875, y=306.5625)","Coordinate(x=582.3297119140625, y=374.0625)","Coordinate(x=627.3406982421875, y=227.8125)","Coordinate(x=621.7142944335938, y=306.5625)","Coordinate(x=621.7142944335938, y=374.0625)","Coordinate(x=599.2088012695312, y=92.8125)","Coordinate(x=616.0879516601562, y=92.8125)","Coordinate(x=593.5824584960938, y=98.4375)","Coordinate(x=621.7142944335938, y=98.4375)"
"Coordinate(x=610.4615478515625, y=98.4375)","Coordinate(x=610.4615478515625, y=143.4375)","Coordinate(x=576.7033081054688, y=143.4375)","Coordinate(x=559.82421875, y=194.0625)","Coordinate(x=554.1978149414062, y=227.8125)","Coordinate(x=638.5934448242188, y=143.4375)","Coordinate(x=649.84619140625, y=182.8125)","Coordinate(x=661.0989379882812, y=233.4375)","Coordinate(x=587.9560546875, y=227.8125)","Coordinate(x=587.9560546875, y=306.5625)","Coordinate(x=582.3297119140625, y=374.0625)","Coordinate(x=627.3406982421875, y=227.8125)","Coordinate(x=621.7142944335938, y=306.5625)","Coordinate(x=621.7142944335938, y=374.0625)","Coordinate(x=599.2088012695312, y=92.8125)","Coordinate(x=616.0879516601562, y=92.8125)","Coordinate(x=593.5824584960938, y=104.0625)","Coordinate(x=621.7142944335938, y=98.4375)"
"Coordinate(x=616.0879516601562, y=98.4375)","Coordinate(x=610.4615478515625, y=143.4375)","Coordinate(x=576.7033081054688, y=143.4375)","Coordinate(x=559.82421875, y=194.0625)","Coordinate(x=554.1978149414062, y=233.4375)","Coordinate(x=638.5934448242188, y=137.8125)","Coordinate(x=649.84619140625, y=182.8125)","Coordinate(x=661.0989379882812, y=233.4375)","Coordinate(x=587.9560546875, y=233.4375)","Coordinate(x=587.9560546875, y=306.5625)","Coordinate(x=582.3297119140625, y=374.0625)","Coordinate(x=627.3406982421875, y=227.8125)","Coordinate(x=627.3406982421875, y=306.5625)","Coordinate(x=627.3406982421875, y=374.0625)","Coordinate(x=604.835205078125, y=92.8125)","Coordinate(x=621.7142944335938, y=92.8125)","Coordinate(x=593.5824584960938, y=104.0625)","Coordinate(x=627.3406982421875, y=98.4375)"
