Nose,Neck,Right_Shoulder,Right_Elbow,Right_Wrist,Left_Shoulder,Left_Elbow,Left_Wrist,Right_Hip,Right_Knee,Right_Ankle,Left_Hip,Left_Knee,Left_Ankle,Right_Eye,Left_Eye,Right_Ear,Left_Ear
"Coordinate(x=452.923095703125, y=255.9375)","Coordinate(x=452.923095703125, y=300.9375)","Coordinate(x=413.5384826660156, y=295.3125)","Coordinate(x=402.2857360839844, y=357.1875)","Coordinate(x=402.2857360839844, y=413.4375)","Coordinate(x=486.68133544921875, y=295.3125)","Coordinate(x=503.5604553222656, y=357.1875)","Coordinate(x=509.18682861328125, y=407.8125)","Coordinate(x=430.4176025390625, y=407.8125)","Coordinate(x=430.4176025390625, y=486.5625)","Coordinate(x=436.0439758300781, y=565.3125)","Coordinate(x=475.4285888671875, y=407.8125)","Coordinate(x=481.0549621582031, y=486.5625)","Coordinate(x=481.0549621582031, y=570.9375)","Coordinate(x=441.67034912109375, y=244.6875)","Coordinate(x=458.5494689941406, y=250.3125)","Coordinate(x=436.0439758300781, y=255.9375)","Coordinate(x=469.8022155761719, y=255.9375)"
"Coordinate(x=452.923095703125, y=255.9375)","Coordinate(x=452.923095703125, y=295.3125)","Coordinate(x=413.5384826660156, y=295.3125)","Coordinate(x=402.2857360839844, y=357.1875)","Coordinate(x=402.2857360839844, y=407.8125)","Coordinate(x=486.68133544921875, y=295.3125)","Coordinate(x=503.5604553222656, y=357.1875)","Coordinate(x=509.18682861328125, y=407.8125)","Coordinate(x=430.4176025390625, y=407.8125)","Coordinate(x=430.4176025390625, y=486.5625)","Coordinate(x=436.0439758300781, y=565.3125)","Coordinate(x=475.4285888671875, y=407.8125)","Coordinate(x=481.0549621582031, y=492.1875)","Coordinate(x=481.0549621582031, y=570.9375)","Coordinate(x=441.67034912109375, y=244.6875)","Coordinate(x=458.5494689941406, y=250.3125)","Coordinate(x=436.0439758300781, y=255.9375)","Coordinate(x=469.8022155761719, y=255.9375)"
"Coordinate(x=452.923095703125, y=255.9375)","Coordinate(x=452.923095703125, y=300.9375)","Coordinate(x=413.5384826660156, y=295.3125)","Coordinate(x=402.2857360839844, y=357.1875)","Coordinate(x=402.2857360839844, y=413.4375)","Coordinate(x=486.68133544921875, y=295.3125)","Coordinate(x=503.5604553222656, y=357.1875)","Coordinate(x=509.18682861328125, y=407.8125)","Coordinate(x=430.4176025390625, y=407.8125)","Coordinate(x=430.4176025390625, y=486.5625)","Coordinate(x=436.0439758300781, y=565.3125)","Coordinate(x=475.4285888671875, y=407.8125)","Coordinate(x=481.0549621582031, y=486.5625)","Coordinate(x=481.0549621582031, y=570.9375)","Coordinate(x=441.67034912109375, y=244.6875)","Coordinate(x=458.5494689941406, y=250.3125)","Coordinate(x=436.0439758300781, y=255.9375)","Coordinate(x=469.8022155761719, y=255.9375)"
"Coordinate(x=452.923095703125, y=255.9375)","Coordinate(x=452.923095703125, y=300.9375)","Coordinate(x=413.5384826660156, y=295.3125)","Coordinate(x=402.2857360839844, y=357.1875)","Coordinate(x=402.2857360839844, y=413.4375)","Coordinate(x=486.68133544921875, y=295.3125)","Coordinate(x=503.5604553222656, y=357.1875)","Coordinate(x=509.18682861328125, y=407.8125)","Coordinate(x=430.4176025390625, y=407.8125)","Coordinate(x=430.4176025390625, y=486.5625)","Coordinate(x=436.0439758300781, y=565.3125)","Coordinate(x=475.4285888671875, y=407.8125)","Coordinate(x=481.0549621582031, y=492.1875)","Coordinate(x=481.0549621582031, y=570.9375)","Coordinate(x=441.67034912109375, y=244.6875)","Coordinate(x=458.5494689941406, y=244.6875)","Coordinate(x=436.0439758300781, y=255.9375)","Coordinate(x=469.8022155761719, y=255.9375)"
"Coordinate(x=452.923095703125, y=255.9375)","Coordinate(x=452.923095703125, y=295.3125)","Coordinate(x=413.5384826660156, y=295.3125)","Coordinate(x=402.2857360839844, y=357.1875)","Coordinate(x=402.2857360839844, y=413.4375)","Coordinate(x=486.68133544921875, y=295.3125)","Coordinate(x=503.5604553222656, y=357.1875)","Coordinate(x=509.18682861328125, y=407.8125)","Coordinate(x=430.4176025390625, y=407.8125)","Coordinate(x=430.4176025390625, y=486.5625)","Coordinate(x=436.0439758300781, y=565.3125)","Coordinate(x=475.4285888671875, y=407.8125)","Coordinate(x=481.0549621582031, y=492.1875)","Coordinate(x=481.0549621582031, y=570.9375)","Coordinate(x=441.67034912109375, y=244.6875)","Coordinate(x=458.5494689941406, y=250.3125)","Coordinate(x=436.0439758300781, y=255.9375)","Coordinate(x=469.8022155761719, y=255.9375)"
"Coordinate(x=452.923095703125, y=255.9375)","Coordinate(x=452.923095703125, y=295.3125)","Coordinate(x=419.16485595703125, y=295.3125)","Coordinate(x=402.2857360839844, y=357.1875)","Coordinate(x=402.2857360839844, y=413.4375)","Coordinate(x=486.68133544921875, y=295.3125)","Coordinate(x=503.5604553222656, y=357.1875)","Coordinate(x=509.18682861328125, y=407.8125)","Coordinate(x=430.4176025390625, y=407.8125)","Coordinate(x=430.4176025390625, y=486.5625)","Coordinate(x=436.0439758300781, y=565.3125)","Coordinate(x=475.4285888671875, y=407.8125)","Coordinate(x=481.0549621582031, y=492.1875)","Coordinate(x=481.0549621582031, y=570.9375)","Coordinate(x=441.67034912109375, y=244.6875)","Coordinate(x=458.5494689941406, y=250.3125)","Coordinate(x=436.0439758300781, y=255.9375)","Coordinate(x=469.8022155761719, y=255.9375)"
"Coordinate(x=452.923095703125, y=255.9375)","Coordinate(x=452.923095703125, y=295.3125)","Coordinate(x=413.5384826660156, y=295.3125)","Coordinate(x=402.2857360839844, y=357.1875)","Coordinate(x=402.2857360839844, y=413.4375)","Coordinate(x=492.3077087402344, y=295.3125)","Coordinate(x=503.5604553222656, y=357.1875)","Coordinate(x=509.18682861328125, y=407.8125)","Coordinate(x=430.4176025390625, y=407.8125)","Coordinate(x=430.4176025390625, y=486.5625)","Coordinate(x=436.0439758300781, y=565.3125)","Coordinate(x=475.4285888671875, y=407.8125)","Coordinate(x=481.0549621582031, y=492.1875)","Coordinate(x=481.0549621582031, y=570.9375)","Coordinate(x=441.67034912109375, y=244.6875)","Coordinate(x=458.5494689941406, y=250.3125)","Coordinate(x=436.0439758300781, y=255.9375)","Coordinate(x=469.8022155761719, y=255.9375)"
"Coordinate(x=452.923095703125, y=255.9375)","Coordinate(x=452.923095703125, y=295.3125)","Coordinate(x=413.5384826660156, y=295.3125)","Coordinate(x=402.2857360839844, y=357.1875)","Coordinate(x=402.2857360839844, y=413.4375)","Coordinate(x=486.68133544921875, y=295.3125)","Coordinate(x=503.5604553222656, y=357.1875)","Coordinate(x=509.18682861328125, y=407.8125)","Coordinate(x=430.4176025390625, y=407.8125)","Coordinate(x=430.4176025390625, y=486.5625)","Coordinate(x=436.0439758300781, y=565.3125)","Coordinate(x=475.4285888671875, y=407.8125)","Coordinate(x=481.0549621582031, y=492.1875)","Coordinate(x=481.0549621582031, y=570.9375)","Coordinate(x=441.67034912109375, y=244.6875)","Coordinate(x=458.5494689941406, y=250.3125)","Coordinate(x=436.0439758300781, y=255.9375)","Coordinate(x=469.8022155761719, y=255.9375)"
"Coordinate(x=452.923095703125, y=255.9375)","Coordinate(x=452.923095703125, y=295.3125)","Coordinate(x=413.5384826660156, y=295.3125)","Coordinate(x=402.2857360839844, y=357.1875)","Coordinate(x=396.65936279296875, y=407.8125)","Coordinate(x=492.3077087402344, y=295.3125)","Coordinate(x=503.5604553222656, y=357.1875)","Coordinate(x=509.18682861328125, y=407.8125)","Coordinate(x=430.4176025390625, y=407.8125)","Coordinate(x=430.4176025390625, y=486.5625)","Coordinate(x=436.0439758300781, y=565.3125)","Coordinate(x=475.4285888671875, y=413.4375)","Coordinate(x=481.0549621582031, y=492.1875)","Coordinate(x=481.0549621582031, y=570.9375)","Coordinate(x=441.67034912109375, y=250.3125)","Coordinate(x=458.5494689941406, y=250.3125)","Coordinate(x=436.0439758300781, y=255.9375)","Coordinate(x=469.8022155761719, y=255.9375)"
"Coordinate(x=452.923095703125, y=255.9375)","Coordinate(x=452.923095703125, y=300.9375)","Coordinate(x=413.5384826660156, y=295.3125)","Coordinate(x=402.2857360839844, y=357.1875)","Coordinate(x=396.65936279296875, y=413.4375)","Coordinate(x=492.3077087402344, y=295.3125)","Coordinate(x=503.5604553222656, y=357.1875)","Coordinate(x=509.18682861328125, y=407.8125)","Coordinate(x=430.4176025390625, y=407.8125)","Coordinate(x=430.4176025390625, y=486.5625)","Coordinate(x=436.0439758300781, y=565.3125)","Coordinate(x=475.4285888671875, y=407.8125)","Coordinate(x=481.0549621582031, y=492.1875)","Coordinate(x=481.0549621582031, y=570.9375)","Coordinate(x=441.67034912109375, y=250.3125)","Coordinate(x=458.5494689941406, y=250.3125)","Coordinate(x=436.0439758300781, y=255.9375)","Coordinate(x=469.8022155761719, y=255.9375)"
"Coordinate(x=452.923095703125, y=255.9375)","Coordinate(x=452.923095703125, y=295.3125)","Coordinate(x=413.5384826660156, y=295.3125)","Coordinate(x=402.2857360839844, y=357.1875)","Coordinate(x=396.65936279296875, y=413.4375)","Coordinate(x=492.3077087402344, y=295.3125)","Coordinate(x=503.5604553222656, y=357.1875)","Coordinate(x=509.18682861328125, y=407.8125)","Coordinate(x=430.4176025390625, y=407.8125)","Coordinate(x=430.4176025390625, y=486.5625)","Coordinate(x=436.0439758300781, y=559.6875)","Coordinate(x=475.4285888671875, y=407.8125)","Coordinate(x=481.0549621582031, y=492.1875)","Coordinate(x=481.0549621582031, y=570.9375)","Coordinate(x=441.67034912109375, y=244.6875)","Coordinate(x=458.5494689941406, y=244.6875)","Coordinate(x=436.0439758300781, y=255.9375)","Coordinate(x=469.8022155761719, y=255.9375)"
"Coordinate(x=452.923095703125, y=255.9375)","Coordinate(x=452.923095703125, y=295.3125)","Coordinate(x=413.5384826660156, y=295.3125)","Coordinate(x=402.2857360839844, y=357.1875)","Coordinate(x=402.2857360839844, y=413.4375)","Coordinate(x=486.68133544921875, y=295.3125)","Coordinate(x=503.5604553222656, y=357.1875)","Coordinate(x=509.18682861328125, y=407.8125)","Coordinate(x=430.4176025390625, y=407.8125)","Coordinate(x=430.4176025390625, y=486.5625)","Coordinate(x=436.0439758300781, y=559.6875)","Coordinate(x=475.4285888671875, y=407.8125)","Coordinate(x=481.0549621582031, y=492.1875)","Coordinate(x=481.0549621582031, y=570.9375)","Coordinate(x=441.67034912109375, y=244.6875)","Coordinate(x=458.5494689941406, y=244.6875)","Coordinate(x=436.0439758300781, y=255.9375)","Coordinate(x=469.8022155761719, y=250.3125)"
"Coordinate(x=452.923095703125, y=255.9375)","Coordinate(x=452.923095703125, y=295.3125)","Coordinate(x=413.5384826660156, y=295.3125)","Coordinate(x=402.2857360839844, y=357.1875)","Coordinate(x=396.65936279296875, y=407.8125)","Coordinate(x=486.68133544921875, y=295.3125)","Coordinate(x=503.5604553222656, y=357.1875)","Coordinate(x=509.18682861328125, y=407.8125)","Coordinate(x=430.4176025390625, y=407.8125)","Coordinate(x=430.4176025390625, y=486.5625)","Coordinate(x=436.0439758300781, y=559.6875)","Coordinate(x=475.4285888671875, y=407.8125)","Coordinate(x=481.0549621582031, y=486.5625)","Coordinate(x=481.0549621582031, y=570.9375)","Coordinate(x=441.67034912109375, y=244.6875)","Coordinate(x=458.5494689941406, y=244.6875)","Coordinate(x=436.0439758300781, y=255.9375)","Coordinate(x=475.4285888671875, y=250.3125)"
"Coordinate(x=452.923095703125, y=255.9375)","Coordinate(x=452.923095703125, y=295.3125)","Coordinate(x=413.5384826660156, y=295.3125)","Coordinate(x=402.2857360839844, y=357.1875)","Coordinate(x=396.65936279296875, y=407.8125)","Coordinate(x=492.3077087402344, y=295.3125)","Coordinate(x=503.5604553222656, y=357.1875)","Coordinate(x=509.18682861328125, y=407.8125)","Coordinate(x=430.4176025390625, y=407.8125)","Coordinate(x=430.4176025390625, y=486.5625)","Coordinate(x=436.0439758300781, y=565.3125)","Coordinate(x=475.4285888671875, y=407.8125)","Coordinate(x=481.0549621582031, y=486.5625)","Coordinate(x=481.0549621582031, y=570.9375)","Coordinate(x=441.67034912109375, y=244.6875)","Coordinate(x=458.5494689941406, y=244.6875)","Coordinate(x=436.0439758300781, y=255.9375)","Coordinate(x=469.8022155761719, y=255.9375)"
"Coordinate(x=452.923095703125, y=255.9375)","Coordinate(x=452.923095703125, y=295.3125)","Coordinate(x=413.5384826660156, y=295.3125)","Coordinate(x=402.2857360839844, y=357.1875)","Coordinate(x=396.65936279296875, y=407.8125)","Coordinate(x=492.3077087402344, y=295.3125)","Coordinate(x=503.5604553222656, y=357.1875)","Coordinate(x=509.18682861328125, y=407.8125)","Coordinate(x=430.4176025390625, y=413.4375)","Coordinate(x=430.4176025390625, y=486.5625)","Coordinate(x=436.0439758300781, y=565.3125)","Coordinate(x=475.4285888671875, y=413.4375)","Coordinate(x=481.0549621582031, y=492.1875)","Coordinate(x=481.0549621582031, y=570.9375)","Coordinate(x=441.67034912109375, y=244.6875)","Coordinate(x=458.5494689941406, y=250.3125)","Coordinate(x=436.0439758300781, y=255.9375)","Coordinate(x=469.8022155761719, y=255.9375)"
"Coordinate(x=452.923095703125, y=255.9375)","Coordinate(x=452.923095703125, y=295.3125)","Coordinate(x=413.5384826660156, y=295.3125)","Coordinate(x=402.2857360839844, y=357.1875)","Coordinate(x=402.2857360839844, y=413.4375)","Coordinate(x=492.3077087402344, y=295.3125)","Coordinate(x=503.5604553222656, y=357.1875)","Coordinate(x=509.18682861328125, y=407.8125)","Coordinate(x=430.4176025390625, y=407.8125)","Coordinate(x=430.4176025390625, y=486.5625)","Coordinate(x=436.0439758300781, y=565.3125)","Coordinate(x=475.4285888671875, y=407.8125)","Coordinate(x=481.0549621582031, y=492.1875)","Coordinate(x=481.0549621582031, y=570.9375)","Coordinate(x=441.67034912109375, y=244.6875)","Coordinate(x=458.5494689941406, y=250.3125)","Coordinate(x=436.0439758300781, y=255.9375)","Coordinate(x=469.8022155761719, y=255.9375)"
"Coordinate(x=452.923095703125, y=255.9375)","Coordinate(x=452.923095703125, y=295.3125)","Coordinate(x=413.5384826660156, y=295.3125)","Coordinate(x=402.2857360839844, y=357.1875)","Coordinate(x=402.2857360839844, y=407.8125)","Coordinate(x=492.3077087402344, y=295.3125)","Coordinate(x=503.5604553222656, y=357.1875)","Coordinate(x=509.18682861328125, y=407.8125)","Coordinate(x=430.4176025390625, y=407.8125)","Coordinate(x=430.4176025390625, y=486.5625)","Coordinate(x=436.0439758300781, y=565.3125)","Coordinate(x=475.4285888671875, y=407.8125)","Coordinate(x=481.0549621582031, y=492.1875)","Coordinate(x=481.0549621582031, y=570.9375)","Coordinate(x=441.67034912109375, y=244.6875)","Coordinate(x=458.5494689941406, y=244.6875)","Coordinate(x=436.0439758300781, y=255.9375)","Coordinate(x=469.8022155761719, y=255.9375)"
"Coordinate(x=452.923095703125, y=255.9375)","Coordinate(x=452.923095703125, y=295.3125)","Coordinate(x=413.5384826660156, y=295.3125)","Coordinate(x=402.2857360839844, y=357.1875)","Coordinate(x=402.2857360839844, y=407.8125)","Coordinate(x=492.3077087402344, y=295.3125)","Coordinate(x=503.5604553222656, y=357.1875)","Coordinate(x=509.18682861328125, y=407.8125)","Coordinate(x=430.4176025390625, y=407.8125)","Coordinate(x=430.4176025390625, y=486.5625)","Coordinate(x=436.0439758300781, y=565.3125)","Coordinate(x=475.4285888671875, y=407.8125)","Coordinate(x=481.0549621582031, y=492.1875)","Coordinate(x=481.0549621582031, y=570.9375)","Coordinate(x=441.67034912109375, y=244.6875)","Coordinate(x=458.5494689941406, y=244.6875)","Coordinate(x=436.0439758300781, y=255.9375)","Coordinate(x=469.8022155761719, y=255.9375)"
"Coordinate(x=452.923095703125, y=255.9375)","Coordinate(x=452.923095703125, y=295.3125)","Coordinate(x=413.5384826660156, y=295.3125)","Coordinate(x=402.2857360839844, y=357.1875)","Coordinate(x=402.2857360839844, y=407.8125)","Coordinate(x=486.68133544921875, y=295.3125)","Coordinate(x=503.5604553222656, y=357.1875)","Coordinate(x=509.18682861328125, y=407.8125)","Coordinate(x=430.4176025390625, y=407.8125)","Coordinate(x=430.4176025390625, y=486.5625)","Coordinate(x=436.0439758300781, y=565.3125)","Coordinate(x=475.4285888671875, y=407.8125)","Coordinate(x=481.0549621582031, y=492.1875)","Coordinate(x=481.0549621582031, y=565.3125)","Coordinate(x=441.67034912109375, y=244.6875)","Coordinate(x=458.5494689941406, y=244.6875)","Coordinate(x=436.0439758300781, y=255.9375)","Coordinate(x=469.8022155761719, y=255.9375)"
"Coordinate(x=452.923095703125, y=255.9375)","Coordinate(x=452.923095703125, y=295.3125)","Coordinate(x=413.5384826660156, y=295.3125)","Coordinate(x=402.2857360839844, y=357.1875)","Coordinate(x=402.2857360839844, y=413.4375)","Coordinate(x=486.68133544921875, y=295.3125)","Coordinate(x=503.5604553222656, y=357.1875)","Coordinate(x=509.18682861328125, y=407.8125)","Coordinate(x=430.4176025390625, y=407.8125)","Coordinate(x=430.4176025390625, y=486.5625)","Coordinate(x=436.0439758300781, y=565.3125)","Coordinate(x=475.4285888671875, y=407.8125)","Coordinate(x=481.0549621582031, y=492.1875)","Coordinate(x=481.0549621582031, y=570.9375)","Coordinate(x=441.67034912109375, y=244.6875)","Coordinate(x=458.5494689941406, y=244.6875)","Coordinate(x=436.0439758300781, y=255.9375)","Coordinate(x=469.8022155761719, y=250.3125)"
"Coordinate(x=452.923095703125, y=255.9375)","Coordinate(x=452.923095703125, y=295.3125)","Coordinate(x=413.5384826660156, y=295.3125)","Coordinate(x=402.2857360839844, y=357.1875)","Coordinate(x=402.2857360839844, y=407.8125)","Coordinate(x=492.3077087402344, y=295.3125)","Coordinate(x=503.5604553222656, y=357.1875)","Coordinate(x=509.18682861328125, y=407.8125)","Coordinate(x=436.0439758300781, y=407.8125)","Coordinate(x=430.4176025390625, y=486.5625)","Coordinate(x=436.0439758300781, y=565.3125)","Coordinate(x=475.4285888671875, y=407.8125)","Coordinate(x=481.0549621582031, y=492.1875)","Coordinate(x=481.0549621582031, y=565.3125)","Coordinate(x=447.2967224121094, y=250.3125)","Coordinate(x=458.5494689941406, y=250.3125)","Coordinate(x=436.0439758300781, y=255.9375)","Coordinate(x=469.8022155761719, y=255.9375)"
"Coordinate(x=452.923095703125, y=255.9375)","Coordinate(x=452.923095703125, y=295.3125)","Coordinate(x=413.5384826660156, y=295.3125)","Coordinate(x=402.2857360839844, y=362.8125)","Coordinate(x=396.65936279296875, y=413.4375)","Coordinate(x=492.3077087402344, y=295.3125)","Coordinate(x=503.5604553222656, y=357.1875)","Coordinate(x=509.18682861328125, y=407.8125)","Coordinate(x=430.4176025390625, y=407.8125)","Coordinate(x=430.4176025390625, y=486.5625)","Coordinate(x=436.0439758300781, y=565.3125)","Coordinate(x=475.4285888671875, y=407.8125)","Coordinate(x=481.0549621582031, y=492.1875)","Coordinate(x=481.0549621582031, y=570.9375)","Coordinate(x=441.67034912109375, y=250.3125)","Coordinate(x=458.5494689941406, y=250.3125)","Coordinate(x=436.0439758300781, y=255.9375)","Coordinate(x=469.8022155761719, y=255.9375)"
"Coordinate(x=452.923095703125, y=255.9375)","Coordinate(x=452.923095703125, y=295.3125)","Coordinate(x=413.5384826660156, y=295.3125)","Coordinate(x=402.2857360839844, y=357.1875)","Coordinate(x=402.2857360839844, y=413.4375)","Coordinate(x=492.3077087402344, y=295.3125)","Coordinate(x=503.5604553222656, y=357.1875)","Coordinate(x=509.18682861328125, y=407.8125)","Coordinate(x=430.4176025390625, y=407.8125)","Coordinate(x=430.4176025390625, y=486.5625)","Coordinate(x=436.0439758300781, y=559.6875)","Coordinate(x=475.4285888671875, y=407.8125)","Coordinate(x=481.0549621582031, y=486.5625)","Coordinate(x=481.0549621582031, y=570.9375)","Coordinate(x=441.67034912109375, y=250.3125)","Coordinate(x=458.5494689941406, y=250.3125)","Coordinate(x=436.0439758300781, y=255.9375)","Coordinate(x=469.8022155761719, y=255.9375)"
